,name,lat,lon,type2,type,power_kW,duration,status,usecase,city,state
492,UET HQ BESS,47.8887886,-122.29135330000001,Flow Battery,Electro-chemical,600,3,Operational,On-Site Power,Mukilteo,WA
493,1 MW Avista UET Flow Battery,46.7273316,-117.14694920000001,Flow Battery,Electro-chemical,1000,3.2,Operational,Black Start,Pullman,WA
494,SCE Tehachapi Beacon Gen 4 FESS,35.1321877,-118.44897390000001,Flywheel,Electro-mechanical,100,0.25,Operational,Frequency Regulation,Tehachapi,CA
495,"Beacon Power 500 kW Flywheel (Tyngsboro, MA)",42.6608824,-71.4067111,Flywheel,Electro-mechanical,500,0.25,Operational,Frequency Regulation,Tyngsboro,MA
496,GridSolar Boothbay Pilot Project: BESS,43.8993343,-69.6203084,Lead-acid Battery,Electro-chemical,500,6,Operational,Electric Energy Time Shift,Boothbay,ME
497,Powertree Services San Francisco One,37.7749295,-122.4194155,Lithium-ion Battery,Electro-chemical,3264,1.8,Operational,Frequency Regulation,San Francisco,CA
498,DC Naval Yard Zero Energy Building,38.873610299999996,-76.995572,Lead-acid Battery,Electro-chemical,16,3,Operational,Renewables Capacity Firming,Washington,DC
499,EPCC Thermal Storage: Rio Grande,31.763972100000004,-106.4937799,Ice Thermal Storage,Thermal Storage,180,8,Operational,Electric Bill Management,El Paso,TX
500,EPCC Thermal Storage: Transmountain,31.885588300000002,-106.4404367,Ice Thermal Storage,Thermal Storage,225,8,Operational,Electric Bill Management,El Paso,TX
501,SEPTA Wayside Energy Storage System - Griscom Ultracapacitors,40.01706420000001,-75.0846955,Electro-chemical Capacitor,Electro-chemical,70,0.7,Operational,Voltage Support,Philadelphia,PA
502,Dangling Rope Marina Hybrid Power System,37.128586999999996,-111.084049,Lead-acid Battery,Electro-chemical,250,9.6,Operational,Renewables Capacity Firming,Lake Powell,UT
503,Clean Energy Storage: Steel Project,47.6062095,-122.33207079999998,Lithium-ion Battery,Electro-chemical,5,4,Operational,Onsite Renewable Generation Shifting,Seattle,WA
504,Clean Energy Storage: Devinenini,47.6062095,-122.33207079999998,Lithium-ion Battery,Electro-chemical,5,4,Operational,Onsite Renewable Generation Shifting,Seattle,WA
505,Clean Energy Storage: Centralia College,46.71533839999999,-122.96075400000001,Lithium-ion Battery,Electro-chemical,5,8,Operational,Electric Bill Management with Renewables,Centralia,WA
506,Clean Energy Storage: Nagasawa,47.9789848,-122.2020794,Lithium-ion Battery,Electro-chemical,5,5,Operational,Onsite Renewable Generation Shifting,Everett,WA
507,Clean Energy Storage: Sun Buzz,47.6739881,-122.12151200000001,Lithium-ion Battery,Electro-chemical,5,5,Operational,Electric Bill Management,Redmond,WA
508,SCE LESTA: 2 MW A123 Test,33.7513419,-117.99399209999999,Lithium-ion Battery,Electro-chemical,2000,0.25,Operational,Grid-Connected Commercial (Reliability & Quality) ,Westminster,CA
509,MID Primus Power Wind Energy Storage Demonstration - Renewables Firming,37.6390972,-120.99687820000001,Flow Battery,Electro-chemical,250,4,Operational,Renewables Energy Time Shift,Modesto,CA
510,Bysolar ESS for PJM Frequency Regulation,40.6955044,-74.2287333,Lead-acid Battery,Electro-chemical,500,1,Operational,Frequency Regulation,Hillside,NJ
511,Hawi Wind Farm BESS,19.542915100000002,-155.66585680000003,Lithium-ion Battery,Electro-chemical,1000,15,Operational,Renewables Capacity Firming,Hawaii,HI
512,Energy Storage Holdings Altair ALTI-ESS,40.0583238,-74.40566120000001,Lithium-ion Battery,Electro-chemical,1800,0.17,Operational,Frequency Regulation,New Jersey,NJ
514,Invenergy Grand Ridge Wind Project BESS,41.3308666,-88.7081293,Lithium-ion Battery,Electro-chemical,1500,0.25,Operational,Frequency Regulation,Marseilles,IL
515,Mitsubishi UPS at CoreSite Santa Clara Data Center,37.375202,-121.97180700000001,Electro-chemical,Electro-chemical,1500,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Santa Clara,CA
516,EasyStreet Data Center VYCON Flywheels,45.487062,-122.8037102,Flywheel,Electro-mechanical,800,n/a,Operational,Resiliency,Beaverton,OR
517,Austin Energy Control Center VYCON Flywheels,30.267153000000004,-97.7430608,Flywheel,Electro-mechanical,4800,n/a,Operational,Resiliency,Austin,TX
518,Texas Scottish Rite Hospital for Children VYCON Flywheels,32.802143300000004,-96.8141251,Flywheel,Electro-mechanical,600,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Dallas,TX
519,Banner Good Samaritan Medical Center VYCON Flywheels,33.4645012,-112.057851,Flywheel,Electro-mechanical,600,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Phoenix,AZ
520,Follett VYCON Flywheel,41.810883700000005,-88.21665279999999,Flywheel,Electro-mechanical,300,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Aurora,IL
521,EMC Durham Cloud Data Center VYCON Flywheels,35.99403289999999,-78.898619,Flywheel,Electro-mechanical,4000,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Durham,NC
522,JV Industrial Data Center VYCON Flywheel,29.6657838,-95.0193728,Flywheel,Electro-mechanical,215,n/a,Operational,Electric Supply Reserve Capacity - Spinning,La Porte,TX
523,Delta Dental Data Center VYCON Flywheels,42.7009169,-84.429746,Flywheel,Electro-mechanical,860,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Okemos,MI
524,Beth Israel Deaconess Medical Center VYCON Flywheels,42.339726,-71.104888,Flywheel,Electro-mechanical,430,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Boston,MA
525,Alabama Public Television VYCON Flywheel,31.492108399999996,-86.3649582,Flywheel,Electro-mechanical,215,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Dozier,AL
526,Virtua Health Data Center VYCON Flywheel,39.838169799999996,-74.9648887,Flywheel,Electro-mechanical,140,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Gibbsboro,NJ
527,LIRR Malverne WESS: Ioxus,40.6754071,-73.6692196,Electro-chemical Capacitor,Electro-chemical,1000,0.2,Operational,Transportation Services,Malverne,NY
528,TDX St Paul Island Wind/Diesel/Beacon Flywheel Power Plant Demonstration,57.1224981,-170.2799461,Flywheel,Electro-mechanical,160,0.8,Operational,Electric Supply Reserve Capacity - Spinning,St. Paul Island,AK
529,Stafford Hill Solar Farm & Microgrid: Lithium Ion,43.619415999999994,-72.950449,Lithium-ion Battery,Electro-chemical,2000,1,Operational,Electric Bill Management with Renewables,Rutland,VT
530,World Journal Stem PowerStore System,37.598684999999996,-122.383478,Lithium-ion Battery,Electro-chemical,36,n/a,Operational,Electric Bill Management,Millbrae,CA
531,ShoEi Foods Stem PowerStore System,38.994791,-121.57733200000001,Lithium-ion Battery,Electro-chemical,72,1,Operational,Electric Bill Management with Renewables,Olivehurst,CA
532,Cox Enterprises Stem PowerStore System,34.0596323,-117.47263819999999,Lithium-ion Battery,Electro-chemical,18,1,Operational,Electric Bill Management,Fontana,CA
533,Flathead Electric ViZn Z20,48.2359399,-114.2762116,Flow Battery,Electro-chemical,80,2,Operational,Electric Energy Time Shift,Kalispell,MT
534,Sarasota County School District,27.3364347,-82.5306527,Ice Thermal Storage,Thermal Storage,20000,8,Operational,Electric Bill Management,Sarasota,FL
535,Jake Energy Storage Center: RES Americas,41.4877384,-88.0997601,Lithium-ion Battery,Electro-chemical,19800,0.4,Operational,Frequency Regulation,Joliet,IL
536,Elwood Energy Storage Center: RES Americas,41.8978524,-88.22306259999999,Lithium-ion Battery,Electro-chemical,19800,0.4,Operational,Frequency Regulation,West Chicago,IL
537,GridSolar Boothbay Pilot Project: Thermal Storage (Peak Shaving),43.8762865,-69.6337364,Ice Thermal Storage,Thermal Storage,221,8,Operational,Electric Bill Management,Boothbay,ME
538,GridSolar Boothbay Pilot Project: Thermal Storage (Demand Response),43.8762865,-69.6337364,Ice Thermal Storage,Thermal Storage,29,3,Operational,Electric Bill Management,Boothbay,ME
539,S&C CES: Chicago/PJM Frequency Regulation,41.8781136,-87.62979820000001,Lithium-ion Battery,Electro-chemical,150,n/a,Operational,Frequency Regulation,Chicago,IL
540,Bosch Fort Bragg,35.139167,-78.999167,Lithium-ion Battery,Electro-chemical,100,1,Operational,Electric Bill Management with Renewables,Fort Bragg,NC
541,County of Santa Barbara Green Charge Networks GreenStation,34.42491939999999,-119.70343490000002,Lithium-ion Battery,Electro-chemical,30,1,Operational,Electric Bill Management,Santa Barbara,CA
542,Oak Park USD - Brookside Elementary School Green Charge Networks GreenStation,34.172629799999996,-118.75609170000001,Lithium-ion Battery,Electro-chemical,60,2,Operational,Electric Bill Management,Oak Park,CA
543,California Fresh Market Green Charge Networks GreenStation,34.6088708,-120.1343285,Lithium-ion Battery,Electro-chemical,30,1,Operational,Electric Bill Management,Solvang,CA
544,MVLA High School District - Los Altos HS,37.386655600000005,-122.1089449,Lithium-ion Battery,Electro-chemical,200,2,Operational,Demand Response,Los Altos,CA
545,Kaiser Permanente San Rafael Green Charge Networks GreenStation,38.003965,-122.55528799999999,Lithium-ion Battery,Electro-chemical,30,1,Operational,Electric Bill Management,San Rafael,CA
546,90 kW / 180 kWh Santa Cruz County Building - Green Charge Networks,36.9778559,-122.02263049999999,Lithium-ion Battery,Electro-chemical,90,2,Operational,Electric Bill Management,Santa Cruz,CA
547,Shore Hotel Green Charge Networks GreenStation,34.0126959,-118.4957845,Lithium-ion Battery,Electro-chemical,60,1,Operational,Electric Bill Management,Santa Monica,CA
548,49er Stadium Green Charge Networks GreenStation,37.4078571,-121.96331299999999,Lithium-ion Battery,Electro-chemical,30,1,Operational,Electric Bill Management,Santa Clara,CA
549,Green Charge Networks (43rd Street Site 1),40.762172799999995,-73.99934499999999,Lithium-ion Battery,Electro-chemical,27,3.5,Operational,Electric Bill Management,New York,NY
550,Green Charge Networks (43rd Street Site 2),40.762172799999995,-73.99934499999999,Lithium-ion Battery,Electro-chemical,27,3.5,Operational,Electric Bill Management,New York,NY
551,Green Charge Networks (43rd Street Site 3),40.762172799999995,-73.99934499999999,Lithium-ion Battery,Electro-chemical,27,3.5,Operational,Electric Bill Management,New York,NY
552,SCE Distributed Energy Storage Integration (DESI) Pilot 1,33.786590000000004,-117.8750976,Lithium-ion Battery,Electro-chemical,2400,1.62,Operational,Stationary Transmission/Distribution Upgrade Deferral,Orange,CA
553,Imperial Irrigation District BESS - GE,32.792,-115.56305139999999,Lithium-ion Battery,Electro-chemical,30000,0.67,Operational,Black Start,El Centro,CA
554,2 MW/ 4.4 MWh Puget Sound Energy - Glacier Battery Storage,48.890122600000005,-121.94570159999998,Lithium-ion Battery,Electro-chemical,2000,2.2,Operational,Resiliency,Glacier,WA
555,Ice Energy project at Verdugo Recreation,34.18083920000001,-118.30896609999998,Ice Thermal Storage,Thermal Storage,16,12,Operational,Electric Bill Management,Burbank,CA
556,Ice Energy project at Water Reclamation Plant,34.182281700000004,-118.3190352,Ice Thermal Storage,Thermal Storage,27,18,Operational,Electric Bill Management,Burbank,CA
557,Ice Energy project at Buena Vista Library,34.1639544,-118.3302408,Ice Thermal Storage,Thermal Storage,32,24,Operational,Electric Bill Management,Burbank,CA
558,Ice Energy project a Fire Station #16,34.200653100000004,-118.31257,Ice Thermal Storage,Thermal Storage,16,12,Operational,Electric Bill Management,Burbank,CA
559,Ice Energy project at City of Burbank Fire Training,34.187481,-118.34511429999999,Ice Thermal Storage,Thermal Storage,28,18,Operational,Electric Bill Management,Burbank,CA
560,Ice Energy project at Central Library,34.183224100000004,-118.30622759999999,Ice Thermal Storage,Thermal Storage,28,24,Operational,Electric Bill Management,Burbank,CA
561,Ice Energy project at Field Service (PW Yard),34.1751567,-118.3125606,Ice Thermal Storage,Thermal Storage,16,12,Operational,Electric Bill Management,Burbank,CA
562,Ice Energy project at Colony Theater,34.185223,-118.312228,Ice Thermal Storage,Thermal Storage,32,24,Operational,Electric Bill Management,Burbank,CA
563,Ice Energy project at Qwest,34.199847999999996,-118.343747,Ice Thermal Storage,Thermal Storage,12,6,Operational,Electric Bill Management,Burbank,CA
564,Ice Energy project at IKEA #1,34.185571,-118.31374199999999,Ice Thermal Storage,Thermal Storage,18,6,Operational,Electric Bill Management,Burbank,CA
565,Ice Energy project at IKEA #2,34.185571,-118.31374199999999,Ice Thermal Storage,Thermal Storage,18,6,Operational,Electric Bill Management,Burbank,CA
566,"Ice Energy project at Burbank Mall, Town Center",34.183403600000005,-118.31212350000001,Ice Thermal Storage,Thermal Storage,16,6,Operational,Electric Bill Management,Burbank,CA
567,Ice Energy project at Bob Hope Airport #1,34.195511100000004,-118.35316259999999,Ice Thermal Storage,Thermal Storage,15,6,Operational,Electric Bill Management,Burbank,CA
568,Ice Energy project at Bob Hope Airport #2,34.195511100000004,-118.35316259999999,Ice Thermal Storage,Thermal Storage,15,6,Operational,Electric Bill Management,Burbank,CA
569,Ice Energy project at Bob Hope Airport #3,34.195511100000004,-118.35316259999999,Ice Thermal Storage,Thermal Storage,15,6,Operational,Electric Bill Management,Burbank,CA
570,Ice Energy project at Disney Studios #1,34.1562013,-118.3252152,Ice Thermal Storage,Thermal Storage,15,6,Operational,Electric Bill Management,Burbank,CA
571,Ice Energy project at Disney Studios #2,34.1562013,-118.3252152,Ice Thermal Storage,Thermal Storage,18,6,Operational,Electric Bill Management,Burbank,CA
572,Ice Energy project at Warner Bros. Studios #1,34.149829600000004,-118.3405987,Ice Thermal Storage,Thermal Storage,10,6,Operational,Electric Bill Management,Burbank,CA
573,Ice Energy project at Warner Bros. Studios #2,34.14996970000001,-118.3411767,Ice Thermal Storage,Thermal Storage,6,6,Operational,Electric Bill Management,Burbank,CA
574,Ice Energy project at Warner Bros. Studios #3,34.149945100000004,-118.3411985,Ice Thermal Storage,Thermal Storage,9,6,Operational,Electric Bill Management,Burbank,CA
575,Ice Energy project at M. David Paul & Associates,34.194961,-118.3453275,Ice Thermal Storage,Thermal Storage,13,6,Operational,Electric Bill Management,Burbank,CA
576,Beech Ridge Wind Storage 31.5 MW,37.963173299999994,-80.6895314,Electro-chemical,Electro-chemical,31500,n/a,Operational,Frequency Regulation,Rupert,WV
577,Grand Ridge Energy Storage 31.5 MW,41.3308666,-88.7081293,Lithium-ion Battery,Electro-chemical,31500,0.38,Operational,Frequency Regulation,Marseilles,IL
578,UCSD Sunverge 10 kW,32.8807318,-117.24019990000001,Lithium-ion Battery,Electro-chemical,10,1,Operational,Microgrid Capability,La Jolla,CA
579,UCSD Thermal Storage Tank,32.8807318,-117.24019990000001,Chilled Water Thermal Storage,Thermal Storage,4000,4,Operational,Microgrid Capability,La Jolla,CA
580,UCSD Amber Kinetics 40 kWh,32.8807318,-117.24019990000001,Flywheel,Electro-mechanical,25,0.63,Operational,Renewables Energy Time Shift,La Jolla,CA
581,UCSD MCV 35 kW,32.8807318,-117.24019990000001,Lithium-ion Battery,Electro-chemical,35,1,Operational,Renewables Energy Time Shift,La Jolla,CA
582,UCSD EV Smart Chrarging with Energy Storage,32.8753618,-117.2358622,Lithium-ion Battery,Electro-chemical,60,1.67,Operational,Electric Bill Management,La Jolla,CA
583,Willey Energy Storage Project,39.3995008,-84.5613355,Lithium-ion Battery,Electro-chemical,6000,0.33,Operational,Frequency Regulation,Hamilton,OH
584,2 MW - W.C. Beckjord Retired Coal Plant - Duke Energy,38.9486757,-84.2799366,Lithium-ion Battery,Electro-chemical,2000,n/a,Operational,Frequency Regulation,New Richmond,OH
585,IPL Advancion Energy Storage Array,39.7113135,-86.1903191,Lithium-ion Battery,Electro-chemical,20000,1,Operational,Frequency Regulation,Indianapolis,IN
586,CrystEna Energy Storage System 1 MW ,39.8440027,-75.0226691,Lithium-ion Battery,Electro-chemical,1000,0.45,Operational,Electric Supply Capacity,Somerdale,NJ
587,JuiceBox Residential solar energy storage - AC-coupled peak-shifting and backup,37.235807799999996,-121.96237509999999,Lithium-ion Battery,Electro-chemical,5,1.17,Operational,Black Start,Los Gatos,CA
588,Oncor's System Operating Services Facility Microgrid: 200 kW Tesla Battery,32.5920798,-96.7561082,Lithium-ion Battery,Electro-chemical,200,2,Operational,Electric Supply Reserve Capacity - Spinning,Lancaster,TX
589,Oncor's System Operating Services Facility (SOSF) Microgrid: 25 kW S&C Electric Battery,32.564362,-96.77037,Lithium-ion Battery,Electro-chemical,25,1,Operational,Electric Supply Reserve Capacity - Spinning,Lancaster,TX
590,Rockefeller Center Thermal Storage,40.758942600000005,-73.9793564,Thermal: Chilled Water and Ice,Thermal Storage,1025,15,Operational,Electric Bill Management,New York City,NY
591,"Glenwood, NYC: 1 MW Aggregated BTM",40.783060299999995,-73.9712488,Lead-acid Battery,Electro-chemical,1000,4,Operational,Demand Response,Manhattan,NY
592,Ocean Park Inn 18 kW Stem,32.7950409,-117.25594479999998,Lithium-ion Battery,Electro-chemical,18,1,Operational,Electric Bill Management,San Diego,CA
593,Bucknell University Thermal Energy Storage,40.964529299999995,-76.8844101,Chilled Water Thermal Storage,Thermal Storage,1000,8,Operational,Electric Bill Management,Lewisburg,PA
594,Goldman Sachs Manhattan Headquarters,40.714847600000006,-74.0142077,Chilled Water Thermal Storage,Thermal Storage,2000,n/a,Operational,Electric Bill Management,New York,NY
595,30 kW Smart Storage at Baker Electric Corporate Headquarters,33.107254,-117.11706699999999,Lithium-ion Battery,Electro-chemical,30,2.67,Operational,Electric Bill Management,Escondido,CA
596,Star Island Microgrid,42.9765042,-70.6130009,Lead-acid Battery,Electro-chemical,600,n/a,Operational,Microgrid Capability,Star Island,NH
597,Bakken Hale Microgrid,19.8547732,-155.92334319999998,Sodium based Battery,Electro-chemical,450,2.25,Operational,Microgrid Capability,Kiholo Bay,HI
598,Natural Energy Laboratory of Hawaii Authority (NELHA) - Aquion Energy,19.715187300000004,-156.0343769,Sodium based Battery,Electro-chemical,10,2.17,Operational,Microgrid Capability,Kailua-Kona,HI
599,Mari's Gardens Aquion Energy,21.451331399999997,-158.01528069999998,Sodium based Battery,Electro-chemical,10,2,Operational,Electric Bill Management,Mililani,HI
600,200 kW University of South Florida St. Petersburg,27.751828399999997,-82.6267345,Lithium-ion Battery,Electro-chemical,200,n/a,Operational,Renewables Energy Time Shift,St. Petersburg ,FL
601,1 MW - SunSmart Emergency Shelters Program,29.273888800000005,-82.1502777,Lead-acid Battery,Electro-chemical,1000,n/a,Operational,Resiliency,Multiple,FL
602,Blue Lake Rancheria Native American Reservation Microgrid - 950 kWh,40.882907200000005,-123.9839488,Lithium-ion Battery,Electro-chemical,950,1,Operational,Microgrid Capability,Blue Lake ,CA
603,Randolph-Macon College - Dominion Virginia Power,37.7610911,-77.4744794,Electro-chemical,Electro-chemical,48,n/a,Operational,Onsite Renewable Generation Shifting,Ashland,VA
604,National Park Service Isle Royale,47.1211331,-88.5694182,Lead-acid Battery,Electro-chemical,100,2,Operational,Microgrid Capability,Houghton,MI
605,Alliant Energy - Solar Demonstration Project,43.150752600000004,-89.2957893,Lithium-ion Battery,Electro-chemical,30,1,Operational,Electric Bill Management,Madison ,WI
606,Kaimuki Middle School Microgrid Project,21.269194600000002,-157.79569419999999,Electro-chemical,Electro-chemical,2800,n/a,Operational,Microgrid Capability,Honolulu,HI
607,MVLA High School District - Mountain View HS,37.3600254,-122.06831979999998,Lithium-ion Battery,Electro-chemical,200,2,Operational,Demand Response,Mountain View,CA
608,Village of Minster - S&C Electric Company,40.3986964,-84.38605849999999,Lithium-ion Battery,Electro-chemical,7000,0.42,Operational,Electric Energy Time Shift,Minster,OH
609,Kwigillingok Wind-Diesel Battery Hybrid,59.87233829999999,-163.1658296,Lithium-ion Battery,Electro-chemical,250,0.25,Operational,Ramping ,Kwigililngok,AK
610,"1 MW / 2 MWh - EPRI + Southern Company Pilot BESS - Cedartown, Georgia",34.0398054,-85.22278359999999,Lithium-ion Battery,Electro-chemical,1000,2,Operational,Electric Energy Time Shift,Cedartown,GA
611,Gardner Community Center Grid Resiliency with JuiceBox Energy Storage System,37.3197519,-121.8955501,Lithium-ion Battery,Electro-chemical,6,1.5,Operational,Electric Bill Management with Renewables,San Jose,CA
612,Camp Pendleton Fractal Grid Demonstration,33.4209412,-117.43214520000001,Flywheel,Electro-mechanical,30,4,Operational,Electric Bill Management with Renewables,Camp Pendleton,CA
613,36 kW Watanabe Floral Project,21.323618600000003,-157.8812698,Lithium-ion Battery,Electro-chemical,36,2,Operational,Demand Response,Honolulu,HI
614,KIUC Port Allen Solar and BESS,21.9061111,-159.5891667,Advanced Lead-acid Battery,Electro-chemical,3000,0.67,Operational,Frequency Regulation,Port Allen,HI
615,20 Pacifica Irvine Co - AMS Hybrid-Electric Building,33.6506553,-117.749707,Electro-chemical,Electro-chemical,250,6,Operational,Electric Bill Management,Irvine,CA
616,"20 kW / 72 kWh ICL Fire Retardant Production Site - Rancho Cucamonga, CA",34.09391,-117.572075,Electro-chemical,Electro-chemical,20,3.6,Operational,Demand Response,Rancho Cucamonga,CA
617,Warrior Run 10 MW Advancion Energy Storage - AES,39.5987423,-78.7435821,Electro-chemical,Electro-chemical,10000,n/a,Operational,Electric Supply Reserve Capacity - Spinning,Cumberland,MD
618,Kotzebue Electric Association - Saft,66.8983333,-162.5966666,Lithium-ion Battery,Electro-chemical,2100,0.45,Operational,Microgrid Capability,Kotzebue,AK
619,Borehole Thermal Energy Storage - Marine Corps Logistics Base Albany,31.552273699999997,-84.05892259999999,Heat Thermal Storage,Thermal Storage,0,n/a,Operational,On-Site Power,Albany,GA
620,Rural New York Smart Home - Lotus Energy / SimpliPhi,41.256483,-74.3598755,Lithium Iron Phosphate Battery,Electro-chemical,20,8.17,Operational,Microgrid Capability,Warwick,NY
622,1 MW - PG&E Mendocino Substation - Hecate Energy,39.258289000000005,-123.21819350000001,Electro-chemical,Electro-chemical,1000,2,Operational,Stationary Transmission/Distribution Upgrade Deferral,Redwood Valley,CA
623,Merchandise Mart Energy Storage - Johnson Controls,41.888518499999996,-87.6354802,Electro-chemical,Electro-chemical,0,n/a,Operational,Electric Bill Management,Chicago,IL
624,2 MWh - Napa Sanitation District - Tesla,38.236511,-122.28433759999999,Electro-chemical,Electro-chemical,500,4,Operational,Electric Bill Management,Napa,CA
625,Lee DeKalb Energy Storage - NextEra,41.9294736,-88.7503647,Lithium-ion Battery,Electro-chemical,20000,0.5,Operational,Frequency Regulation,DeKalb,IL
626,Meyersdale Energy Storage - NextEra,40.022493,-78.92882420000001,Lithium-ion Battery,Electro-chemical,18000,0.5,Operational,Frequency Regulation,Somerset County,PA
627,Green Mountain Energy Storage - NextEra,40.022493,-78.92882420000001,Lithium-ion Battery,Electro-chemical,10400,0.5,Operational,Frequency Regulation,Somerset County,PA
628,Energy Storage Holdings - NextEra,39.831837799999995,-75.18955759999999,Lithium-ion Battery,Electro-chemical,1800,0.5,Operational,Frequency Regulation,West Deptford,NJ
629,Ensync Distributed Energy Management: Aquion ,21.451331399999997,-158.01528069999998,Sodium-ion Battery,Electro-chemical,25,3.5,Operational,Renewables Energy Time Shift,Mililani,HI
630,McHenry Battery Storage Project - EDF Renewable Energy,42.303999299999994,-88.4016041,Electro-chemical,Electro-chemical,19800,n/a,Operational,Electric Supply Capacity,McHenry County,IL
631,Juicebox Energy-Rising Sun Solar- Maui ,20.7983626,-156.3319253,Electro-chemical,Electro-chemical,4,2,Operational,Electric Bill Management,Maui,HI
632,Charlotte Hobbs Memorial Library - JuiceBox Energy,44.126708,-70.891645,Electro-chemical,Electro-chemical,6,1.73,Operational,Electric Bill Management with Renewables,Lovell,ME
633,Maui Brewing Company Microgrid,20.749519,-156.437346,Lithium-ion Battery,Electro-chemical,21,4.33,Operational,On-Site Power,"Kihei, Maui",HI
634,Temecula Valley Unified School District - SolarCity,33.4936391,-117.14836480000001,Lithium-ion Battery,Electro-chemical,260,10,Operational,Electric Bill Management with Renewables,Temecula,CA
635,New Orleans City Hall - PosiGen / SimpliPhi Power,29.952029200000002,-90.0771233,Lithium-ion Battery,Electro-chemical,10,2,Operational,Electric Bill Management with Renewables,New Orleans,LA
636,Goldthwaite Storage-Invenergy,31.449885499999997,-98.5708763,Sodium based Battery,Electro-chemical,600,2,Operational,Frequency Regulation,Goldthwaite,TX
637,College of Marin Kentfield Campus - Tesla,37.955595,-122.5496,Electro-chemical,Electro-chemical,2400,2,Operational,Electric Bill Management,Kentfield,CA
638,Rabbit Hill Energy Storage Project,30.633261800000003,-97.67798420000001,Electro-chemical,Electro-chemical,10000,0.5,Operational,Electric Energy Time Shift,Georgetown,TX
639,Taft Botanical Gardens - SimpliPhi Power,34.448049499999996,-119.24288899999999,Lithium Iron Phosphate Battery,Electro-chemical,10,4,Operational,Microgrid Capability,Ojai,CA
640,College of Marin Indian Valley campus - Tesla,38.0776393,-122.58381840000001,Electro-chemical,Electro-chemical,1440,2,Operational,Electric Bill Management with Renewables, Novato,CA
641,"BJ's Wholesale Club - SolarCity / Direct Energy - (Framingham, MA)",42.3067456,-71.3990022,Electro-chemical,Electro-chemical,200,2,Operational,Electric Bill Management,Framingham,MA
642,HELCO BESS - Koyo (NELHA),19.717396700000002,-156.0500252,Electro-chemical,Electro-chemical,100,2.5,Operational,Distribution upgrade due to solar,"Kailua Kona, Hawaii 96740",HI
643,Clinton County BESS - Exelon / RES,39.4453393,-83.8285375,Lithium-ion Battery,Electro-chemical,10000,n/a,Operational,Frequency Regulation,Wilmington,OH
644,Stone Edge Farm Winery - Aquion Energy,38.2589716,-122.43955790000001,Electro-chemical,Electro-chemical,30,11.67,Operational,Electric Bill Management,Sonoma,CA
645,Duke Energy Rankin Substation - Win Inertia / Maxwell,35.2929696,-81.0254807,Electro-chemical Capacitor,Electro-chemical,250,0.3,Operational,Load Following (Tertiary Balancing),Mt. Holly,NC
646,Duke Energy Rankin Substation - Win Inertia / Aquion Energy,35.2929696,-81.0254807,Sodium based Battery,Electro-chemical,50,6,Operational,Load Following (Tertiary Balancing),Mt. Holly,NC
647,Alachua County Library,29.6517773,-82.32103659999999,Ice Thermal Storage,Thermal Storage,100,9,Operational,Electric Bill Management,Gainesville,FL
648,Stone Edge Farm Winery- All Iron Flow Battery (IFB),38.2589716,-122.43955790000001,Flow Battery,Electro-chemical,10,6,Operational,Grid-Connected Residential (Reliability),Sonoma,CA
649,Black & Veatch World Headquarters Microgrid System,38.9245145,-94.6559204,Electrochemical ,Electro-chemical,200,1.5,Operational,Electric Bill Management,Overland Park,KS
650,Sunrun's Brightbox Residential Energy Storage-Hawaii,21.2966667,-157.7925,Lithium-ion Battery,Electro-chemical,0,n/a,Operational,Electric Bill Management,Honolulu,HI
651,Mike Hess Brewing- Green Charge Networks,32.747701899999996,-117.1285289,Lithium-ion Battery,Electro-chemical,30,2,Operational,Electric Bill Management,San Diego,CA
652,Con Edison Virtual Power Plant - SunPower / Sunverge,40.6781784,-73.94415790000001,Electro-chemical,Electro-chemical,1800,2.22,Operational,Electric Energy Time Shift,Brooklyn,NY
653,Franchise Services - JLM Energy,33.5651213,-117.6641341,Electro-chemical,Electro-chemical,60,2,Operational,Electric Bill Management,Mission Viejo,CA
654,NEC 4 MW / 1 MWh GSS,33.7513419,-117.99399209999999,Lithium-ion Battery,Electro-chemical,4000,0.42,Operational,Frequency Regulation,Westminster ,CA
655,Park Place LBA Realty - Stem,33.674252,-117.8446963,Electro-chemical,Electro-chemical,1300,2,Operational,Demand Response,Irvine,CA
656,California State University Long Beach Campus - AMS,33.783060799999994,-118.11489089999999,Electro-chemical,Electro-chemical,1000,6,Operational,Electric Bill Management,Long Beach,CA
657,California State University Chancellor's Office - AMS,33.7641346,-118.2013207,Electro-chemical,Electro-chemical,250,6,Operational,Electric Bill Management,Long Beach,CA
658,One Maritime Plaza - AMS,37.7954528,-122.39921299999999,Electro-chemical,Electro-chemical,500,2,Operational,Electric Bill Management,San Francisco,CA
